9665274	Es erschien eine unerwartete Vielzahl von Besuchern.	9665271	Une multitude inattendue de visiteurs est apparue.
9665270	Meine Mutter steht eine Stunde früher als mein Vater auf.	9665276	Ma mère se lève une heure plus tôt que mon père.
9665283	Marias Mutter leitet die Firma mit Erfolg.	9665280	La mère de Marie dirige l'entreprise avec succès.
9665291	Tom rauchte eine Zigarre.	9665287	Tom avait fumé un cigare.
9665296	Tom hat eine Zigarre geraucht.	2922866	Tom a fumé un cigare.
9665301	Tom wird eine Zigarre rauchen.	9665300	Tom va fumer un cigare.
9665318	Tom wird wieder eine Zigarre geraucht haben.	9665315	Tom aura encore fumé un cigare.
9665327	Zu welcher Rasse gehört diese Katze?	9663685	Quelle est la race de ce chat ?
9665328	Wo war er?	9663516	Où était-il ?
8099534	Wo war sie?	9663515	Où était-elle ?
9665333	Wer hat dir das verkauft?	9665339	Qui t’a vendu ça ?
9665341	Wer hat Ihnen das verkauft?	9665337	Qui vous a vendu ça ?
9665340	Wer hat euch das verkauft?	9665337	Qui vous a vendu ça ?
9665622	Tom geht es schlecht, denn er hat gestern Abend zu viel Bier getrunken.	9665620	Tom va mal car il a bu trop de bière hier soir.
9665625	Tom geht es schlecht, weil er gestern Abend zu viel Bier getrunken hat.	9665624	Tom va mal parce qu’il a bu trop de bière hier soir.
9665641	„Kommst du morgen?“ – „Ich weiß nicht, ob ich Zeit habe.“	9665639	« Est-ce que tu viens demain ? » « Je ne sais pas, si j'ai le temps. »
9664449	Wir sollten an Kinder gerichtete Werbung verbieten.	1437242	Nous devrions interdire la publicité à destination des enfants.
9666221	Im Winter wird es früher dunkel.	9666219	En hiver, il fait nuit plus tôt.
9666229	Eine Schnecke ist nicht schnell.	9666225	Un escargot n'est pas rapide.
9666233	Dieses Messer ist nicht stumpf, sondern scharf.	9666232	Ce couteau n'est pas émoussé mais coupant.
8344090	Dieses Messer ist scharf.	9666236	Ce couteau est aiguisé.
8344090	Dieses Messer ist scharf.	9666240	Ce couteau est tranchant.
9666246	Der Weg ist nicht lang.	9666244	Le chemin n'est pas long.
9666250	Diese Hose ist nicht weit.	9666249	Ce pantalon n'est pas ample.
9666256	Diese Gasse ist nicht breit.	9666253	Cette ruelle n'est pas large.
1948478	Er hat kurzes Haar.	1947395	Il a les cheveux courts.
8643619	In der Ecke des Zimmers steht eine Stehlampe.	9666475	Il y a un lampadaire dans le coin de la pièce.
9667914	Ich stimme dem Vorschlag von Tarō und Ayumi zu.	9667922	Je suis d’accord avec la proposition de Taro et Ayumi.
9668132	Ich hätte Tom nicht so spät nachts anrufen sollen.	9668141	Je n’aurais pas dû appeler Tom si tard dans la nuit.
9668483	Wozu dient diese Kontrollleuchte?	9668482	À quoi sert ce voyant lumineux ?
9668490	Jedes Mal wenn ich kam, lag Tom in seinem Bett.	9668489	Chaque fois que je suis venu, Tom était couché dans son lit.
9668493	Ich rufe dich an, wenn ich dort angekommen bin.	9668492	Je t'appelle quand je suis arrivé.
9668498	Hallo! Ich möchte bitte wissen, wann der Bus ankommt.	9668495	Bonjour, j'aimerais savoir quand le bus arrive, s'il vous plaît.
948867	Nehmen Sie bitte Platz!	9670053	Prenez place s'il vous plaît !
9670058	Mein Bruder übernimmt es.	9670055	Mon frère prend le relais.
9670067	Tom übernimmt es.	9670066	Tom s'en charge.
641105	Weißt du, was ich meine?	9670068	Tu sais ce que je pense ?
9670078	Ich nehme diese Zeitung.	9670076	Je prends ce journal.
9670107	In diesem Fall komme ich.	9670104	Dans ce cas, j'arrive.
9670114	Ich bin nicht sicher, ob ich Sie richtig verstanden habe.	9670112	Je ne sais pas si je vous ai bien compris.
9670114	Ich bin nicht sicher, ob ich Sie richtig verstanden habe.	9670117	Je ne suis pas sûr de vous avoir bien compris.
2097623	Das ist gegen das Gesetz.	9670633	C'est contre la loi.
2190122	Er wurde aus der Mannschaft geworfen.	2173277	Il s'est fait éjecter de l'équipe.
9670691	Lincoln selbst war wortkarg.	9670920	Lincoln lui-même était taciturne.
9671046	Du bist auch kein Heiliger.	9671052	Tu n’es pas non plus un saint.
9671055	Du bist auch keine Heilige.	9671054	Tu n’es pas non plus une sainte.
9671056	Sie sind auch keine Heilige.	9671058	Vous n’êtes pas non plus une sainte.
9671060	Sie sind auch kein Heiliger.	9671059	Vous n'êtes pas non plus un saint.
9671080	Tom braucht unsere Hilfe nicht mehr.	9671082	Tom n’a plus besoin de notre aide.
1713275	Tom liest einen Roman.	9671602	Tom lit un roman.
9670107	In diesem Fall komme ich.	9672072	Dans ce cas, je viens.
682938	Ein Fahrer schlief im Auto.	1404397	Un chauffeur dormait dans la voiture.
9672469	Maria bleibt spätestens bis acht.	9672467	Marie reste au plus tard jusqu'à huit heures.
9672531	Ich finde das interessant und bereichernd.	9672530	Je trouve ça intéressant et enrichissant.
9672542	Ich habe schöne Ferien verbracht.	9672541	J'ai passé de bonnes vacances.
4086064	Daran werde ich mich wohl nie gewöhnen.	9672644	Je pense ne jamais m’y habituer.
1450569	Das waren seine letzten Worte.	8027012	Ce furent ses derniers mots.
8910141	Es ist mir egal, was passiert.	9672669	Je me fiche de ce qu’il se passe.
494281	Machen Sie bitte nicht so viel Lärm.	9672818	Veuillez ne pas faire tant de bruit !
9673228	Was machen wir morgen?	9672561	Qu'allons nous faire demain ?
9673001	Tom hätte achthaben müssen, Maria nicht vor allen Leuten zu küssen.	9673230	Tom aurait dû faire attention à ne pas embrasser Marie devant tout le monde.
9674432	Du akzeptierst mich, wie ich bin.	9674431	Tu m'acceptes comme je suis.
9674491	Wir erweitern es.	9674481	Nous l'élargissons.
9674498	Wir steigen aus dem Auto.	9674495	Nous descendons de voiture.
9675081	Wir akzeptieren den Preis.	9675074	Nous acceptons le prix.
9675255	Er ertrinkt.	9675221	Il est en train de se noyer.
9675977	Die Wahl ist schwierig.	9675869	Le choix est difficile.
9676466	Es scheint nichts passiert zu sein.	9676471	Rien ne semble s’être produit.
9676931	Weißt du, wo du ihn treffen sollst?	8727222	Sais-tu où tu dois le rejoindre ?
5649319	Kannst du herkommen?	9548750	Peux-tu venir jusqu'ici ?
9676933	Der geniale Newton hat darauf insistiert, dass der Mond fällt, obwohl jeder sehen kann, dass er nicht fällt.	6821510	Le génie de Newton a consisté à dire que la lune tombe alors que tout le monde voit bien qu'elle ne tombe pas.
9676936	Bruno hat manchmal krude Ideen.	7292225	Bruno a parfois des idées saugrenues.
9676939	Man braucht eine Menge Holz, um diese Hütte zu bauen.	8893555	Il faut beaucoup de stères pour construire ce chalet.
9676943	Sie müssen uns einen Versicherungsnachweis vorlegen.	8644681	Vous devez nous fournir une attestation d'assurance.
9676949	Das Schaukelgerüst ist unter Toms Gewicht zusammengekracht.	4883494	Le portique de la balançoire céda sous le poids de Tom.
9676951	Wir haben einen Stromausfall.	8587001	Il y a une coupure de courant.
9676954	Er hat es total verpfuscht.	8952456	Il l'a complètement raté.
9676958	Folgen Sie dem Weg bis zum Gipfel!	8672962	Suivez bien le chemin jusqu'au sommet !
9676967	Ich habe meine Zulassung als Psychologin bekommen.	6135609	J'ai eu ma licence de psychologie !
9676969	Ich habe meine Zulassung als Psychologe bekommen.	6135609	J'ai eu ma licence de psychologie !
9676973	Wenn Maria eine Fee war, bist du ein Engel.	4489894	Si Marika était une fée, toi, tu es un ange.
9676975	Chic, oder?	8951755	Il est chic, non ?
9676976	Denken Sie mal ein bisschen nach!	8684856	Réfléchissez un peu !
9676977	Ich habe sie vor die Tür gesetzt.	8938229	Je les ai flanqué à la porte.
9676979	Das könnte sich leicht verschlimmern.	9129544	Ça risque de s'envenimer.
9676981	Sie verspotten die Polizisten.	9550627	Ils chansonnent les gendarmes.
9677150	Es ist nicht wichtig, was du betrachtest, sondern was du siehst.	9677298	Ce n'est pas ce que tu regardes qui importe, mais ce que tu vois.
9677869	Kein Mensch darf gefoltert oder getötet werden.	9677859	Aucun être humain ne doit être torturé ou tué.
9678700	Warum habt ihr das Fenster geöffnet?	9678696	Pourquoi avez-vous ouvert la fenêtre ?
9678701	Warum haben Sie das Fenster geöffnet?	9678696	Pourquoi avez-vous ouvert la fenêtre ?
9678687	Warum hast du das Fenster geöffnet?	9678698	Pourquoi as-tu ouvert la fenêtre ?
9678738	Warum hast du nicht gefrühstückt?	9678760	Pourquoi n’as-tu pas pris le petit déjeuner ?
9678757	Warum haben Sie nicht gefrühstückt?	9678758	Pourquoi n’avez-vous pas pris le petit déjeuner ?
9678756	Warum habt ihr nicht gefrühstückt?	9678758	Pourquoi n’avez-vous pas pris le petit déjeuner ?
6027819	Reden ist gut.	8619878	Parler, c'est bien.
9679239	Für mehr Informationen kommen Sie übermorgen.	9679235	Venez après-demain pour plus d'informations.
829739	Er schlug ein Rad.	9679868	Il a fait la roue.
969263	Sie wurden ins Gefängnis gesteckt.	9679872	Ils ont été mis en prison.
9679911	Warum stiehlt Tom?	9679905	Pourquoi Tom vole-t-il ?
1541831	Er setzte seine Ideen in die Praxis um.	9679924	Il a mis ses idées en pratique.
9679932	Warum hat Tom dieses Auto gestohlen?	9679927	Pourquoi Tom a-t-il volé cette voiture ?
6803491	Die Antwort fehlt.	9679960	La réponse manque.
9680041	Mein Land fehlt mir.	9680036	Mon pays me manque.
9679891	Ich liebe nur dich.	9679888	Je n'aime que toi.
9680083	Ich hoffe nur, dass es ihm gut geht.	9680074	J'espère seulement qu'il va bien.
9680123	Meine Mutter sammelt diese Blumen.	9680117	Ma mère collectionne ces fleurs.
7466903	Tom arbeitet für Maria.	9680137	Tom travaille pour Marie.
9680196	Ich hoffe, dass er kocht.	9680185	J'espère qu'il cuisine.
9680249	Maria arbeitet am Flughafen.	9680241	Marie travaille à l'aéroport.
9679632	Ich weiß, dass deine Lieblingsfarbe Blau ist.	9679619	Je sais que ta couleur préférée, c'est le bleu.
9680574	Tom hat auf dem Dach eine Fernsehantenne angebracht.	8942886	Tom a installé une antenne de télévision sur le toit.
9680581	Ich habe die Übersetzung korrigiert.	9680588	J’ai corrigé la traduction.
9680805	Es gibt viele Banken in Frankfurt.	9680804	Il y a de nombreuses banques à Francfort.
9680811	Es gab im Mittelalter auf diesem Platz viele Märkte.	9680809	Au Moyen Âge, il y avait de nombreux marchés sur cette place.
9680830	Jedes Jahr wird in Paris eine große Buchmesse organisiert.	9680824	Chaque année, un grand salon du livre est organisé à Paris.
9680865	Johann Wolfgang von Goethe wurde am 1749 in Frankfurt geboren und war ein berühmter Schriftsteller und Dichter.	9680859	Johann Wolfgang von Goethe est né à Francfort en 1749 et était un écrivain et poète célèbre.
9680860	Ich weiß, dass Blau deine Lieblingsfarbe ist.	9680894	Je sais que le bleu est ta couleur préférée.
9680764	Welcher bist du auf dem Bild?	9680996	Lequel es-tu sur la photo ?
9680723	Wir sind nur Kollegen.	9681192	Nous ne sommes que des collègues.
9681699	Bilde mit jedem dieser Wörter einen Satz!	6807687	Construis une phrase avec chacun de ces mots.
9681700	In diesen Sommerferien bin ich viel geschwommen.	485328	J'ai beaucoup nagé pendant ces vacances d'été.
9681705	Ich sah Tom über die Straße gehen.	9681707	J’ai vu Tom traverser la rue.
9681704	Ich sah Tom die Straße überqueren.	9681707	J’ai vu Tom traverser la rue.
9681709	Vergiss nicht, eine Kamera mitzunehmen!	10993	N'oublie pas de prendre un appareil photo avec toi.
9681718	Politikern ist nicht zu trauen.	929531	On ne peut faire confiance aux politiciens.
9681717	Politikern kann man nicht trauen.	929531	On ne peut faire confiance aux politiciens.
9681810	Tom hat bei Tatoeba über 50 000 Sätze hinzugefügt.	7575617	Tom a ajouté plus de 50.000 phrases sur le site de Tatoeba.
9682385	Wart ihr schon in einem der berühmten Gärten?	237092	Êtes-vous allés dans un des jardins célèbres ?
9682385	Wart ihr schon in einem der berühmten Gärten?	9682404	Êtes-vous allées dans un des jardins célèbres ?
9682409	Waren Sie schon in einem der berühmten Gärten?	9682406	Êtes-vous allé dans un des jardins célèbres ?
9682409	Waren Sie schon in einem der berühmten Gärten?	9682405	Êtes-vous allée dans un des jardins célèbres ?
9682424	Sie haben sich angerufen.	9682415	Ils se sont téléphoné.
9577251	Ich spreche Französisch, damit Tom mich nicht versteht.	9683051	Je parle français pour que Tom ne me comprenne pas.
9683046	Meine Wunde wird versorgt.	9683071	Ma blessure est soignée.
9683046	Meine Wunde wird versorgt.	9683073	On soigne ma blessure.
2205526	Tom ist aufgeblasen.	4546837	Tom est imbu de lui-même.
2205526	Tom ist aufgeblasen.	9683099	Tom est imbu de sa personne.
9683442	Sie gefallen mir.	885270	Vous me plaisez.
9683451	Was passiert?	431615	Qu'est-ce qui se passe ?
900423	Du bist frei nach Hause zu gehen.	9683456	Tu es libre d'aller à la maison.
9683584	Ich hoffe, dass nichts geschieht.	9683578	J’espère qu’il ne se passera rien.
9683605	Sing mit mir ein kleines Lied.	9683591	Chante avec moi une petite chanson.
9683613	Sing mir ein kleines Lied.	9683610	Chante-moi une petite chanson.
3174596	Es dauert nur ein paar Minuten.	9683670	Ça ne prend que quelques minutes.
9670824	Es ist eigentlich gar nicht so schwer.	1800459	Ce n'est vraiment pas si difficile.
929089	Blaubeeren wachsen vor allem gut auf Moorboden.	9685590	Les myrtilles poussent particulièrement bien dans les tourbières.
9685818	Es funktioniert vielleicht.	9685817	Ça fonctionne peut-être.
9685827	Er benutzt den Löffel.	9685824	Il utilise la cuillère.
9685832	Tom benutzt seinen Löffel.	9685831	Tom utilise sa cuillère.
9685848	Wir stehen auf.	9685838	Nous nous levons.
9685852	Wir sind für Toleranz und ein lebenswertes Miteinander.	9685850	Nous sommes pour la tolérance et une vie qui vaut la peine d'être vécue ensemble.
9685865	Alles scheint zusammenzupassen.	9685862	Tout semble aller ensemble.
9685867	Wir sind überzeugt, dass sie die Mehrheit repräsentieren.	9685866	Nous sommes convaincus qu'ils représentent la majorité.
9685870	Sie haben etwas gegen ihren neuen Chef.	8727362	Ils n'aiment pas le nouveau patron.
9685871	Maria hat nichts gehört.	9548783	Marie n'a rien ouï.
9685872	Die Zukunft ist das sensibelste Stück der Gegenwart.	6821543	L'avenir est la parcelle la plus sensible de l'instant.
9685880	Wenn Sie auch nur ein Viertel von dem gehört hätten, was ich über ihn gehört habe (und ich habe nur einen kleinen Teil von dem dem gehört, was man so hört), dann würde Sie nichts, aber auch gar nichts mehr verwundern.	7694171	Si vous aviez entendu le quart de ce que j'ai entendu raconter à son sujet (et ce que j'ai entendu ne représente qu'une bien petite partie de tout ce qu'il y a à entendre), aucune histoire, fût-ce la plus extraordinaire, ne vous étonnerait.
9685883	Man wird sich etwas einfallen lassen müssen.	7311403	Il va falloir être inventif.
9685884	Er hat ihm das Maul gestopft.	8897325	Il lui a rabattu le caquet.
9685886	Sie haben ihr Kind Peter genannt.	8645712	Ils ont appelé leur enfant Pierre.
9685896	Thomas mag Slam.	8588144	Thomas aime le slam.
9685897	Sie ist hübsch, oder?	8952537	Elle est jolie, non ?
9685899	Er kann nicht gut schwimmen.	8672983	Il sait à peine nager.
9685902	Hans ist vielleicht ein Dummkopf!	9550732	Quel ballot ce Jean !
9685909	Sie würden sich freuen, wenn du mit ihnen Türkisch sprichst.	4489930	Ils seraient contents si tu leur parlais en turc.
9685916	Versuche, vorwärts zu kommen, indem du Hindernissen ausweichst!	8952347	Avance en contournant les obstacles.
9685917	Das ist schön, was du gemacht hast.	8684874	C'est beau ce que tu as fait !
9685919	Der Kommissar hat ihn befragt.	8938262	Le commissaire l'interrogeait.
9685920	Das ist nicht banal.	9129595	Ce n'est pas banal.
9685931	Ist Auszeit schon Rauszeit?	4893433	Rogner, est-ce renier ?
9686912	Wenn deine Frau klein ist, beug dich zu ihr.	9686902	Si ta femme est petite, penche-toi vers elle.
9686918	Meine Schwester wohnt in der wunderschönen Stadt München.	9686913	Ma sœur vit dans la merveilleuse ville de Munich.
9687872	Sie will sich für einen Tag ein Auto leihen.	8727384	Elle veut louer une voiture pour la journée.
9687873	Ich habe ihr etwas Wichtiges zu sagen.	9548824	J'ai quelque chose d'important à lui dire.
9687876	Ich habe ihm etwas Wichtiges zu sagen.	9548824	J'ai quelque chose d'important à lui dire.
9687885	Wenn Lüge und Leichtgläubigkeit sich zusammentun, kommt es zur Meinungsmache.	6827483	Le mensonge et la crédulité s'accouplent et engendrent l'opinion.
9687890	Wenn sie eine dabei haben, nehmen Sie Platz, und bedienen Sie sich an meinem Tabak.	7694191	Si vous en avez une sur vous, asseyez-vous et profitez de mon tabac !
9687892	Ein Mann von Charakter hat keinen Charakter.	7342949	Un homme de caractère n'a pas bon caractère.
9687894	Das beschäftigt mich derart, ich kriege keinen Schlaf.	8897345	Ça me travaille, je n'arrive pas à m'endormir.
9687895	Die Prese hat die Initiative gelobt.	8645725	La presse a applaudi cette initiative.
9687903	Ich warte nur, bis du einmal in die Bredouille gerätst, du wirst schon sehen.	4895357	Je te retrouve encore dans un coup à la manque, et tu verras !
9687909	Um ein Held zu sein, reicht es, wenn man das Seine getreu erledigt.	8592198	Fonctionner est déjà une prouesse.
9687911	Sie sind darauf angesprungen.	8952565	Elles ont sauté dessus.
9687912	Das Flugzeug ist sanft gelandet.	8673010	L'avion s'est posé en douceur.
9687921	Wünschen, das heißt, sich dem Herzen zu unterwerfen, hoffen, dem Verstand zu vertauen.	6136146	Le désir est une inclination du cœur, l'espérance une confiance de l'esprit.
9687922	Ich sehe Sie dann gleich.	9550772	Je vous retrouve tout à l'heure.
9687930	Dein Vater hätte gewollt, du wärest ein ordentlicher Offizier in der richtigen Armee geworden, und nicht so ein Springinsfeld bei den Spezialeinheiten.	4490023	Ton père aurait aimé te voir devenir un respectable officier de l'armée régulière, mais pas un voyou des forces spéciales.
9687931	Ich regle das.	8952461	Je vais régler ça.
9687932	Wo ist denn die Tür hin?	8684894	Où est passée la porte ?
9687934	Er unterstützt sie beim Kalben.	8938326	Il l'aide à vêler.
9687935	Das ist mir zu technisch, ich verstehe kein Wort.	9129760	C'est trop technique, je n'y comprends rien.
9688300	Bei der Schüssel liegt ein Löffel.	9688296	Une cuillère est posée près du saladier.
9688303	Sie stellen die Flasche auf den Tisch.	9688302	Vous mettez la bouteille sur la table.
9688309	Du stellst die Flasche auf den Tisch.	9688304	Tu mets la bouteille sur la table.
9688317	Maria stellt mich ihrem Bruder nicht vor.	9688311	Marie ne me présente pas à son frère.
9688322	Maria sucht ihren Bruder.	9688319	Marie cherche son frère.
9688500	Sie hat rote Haare.	9688097	Elle a les cheveux roux.
9688528	Er ist eine Stunde im Wasser geblieben.	9688092	Il est resté une heure dans l'eau.
9688535	Ich kenne diesen Arzt nicht.	9688035	Je ne connais pas ce docteur.
9688545	Zeigen Sie mir Ihren Pass!	9688033	Montrez-moi votre laisser-passer !
9688554	Zeig mir deine Vorladung!	9688031	Montre-moi ta convocation !
9688557	Zeigen Sie mir Ihre Vorladung!	9688030	Montrez-moi votre convocation !
9688680	Meine Mutter ist Alkoholikerin.	9688670	Ma mère est alcoolique.
9688894	Wortspiele zu übersetzen ist eine besonders schwierige Übung.	9688892	Traduire des jeux de mots est un exercice particulièrement difficile.
9689860	So liebenswürdig ist sie nicht.	8568628	Elle n’est guère amène.
9689862	Ein Wunder von mehreren.	2026269	Un miracle parmi d'autres.
9689863	Leute, kein Getue!	3240337	Allez, pas de chichis !
9689871	Die ganze Hautevolee war da.	6469462	Il y avait tout le gratin.
9689873	Ich finde dich ein bisschen eingerostet.	5564892	Tu me parais un peu rouillé.
9689888	Wenn alles gemacht wird, macht keiner was.	7829168	Lorsque tout le monde fait tout, personne ne fait rien.
9689917	Toll, ein Tanzvergnügen! Lass uns schwofen!	3286156	Chouette, un bal ! On va aller guincher.
8861517	Legen Sie sich hin!	1465991	Mettez-vous en position couchée.
9689925	Ich verlasse ihn. Ich habe die Nase voll von unseren Beziehungsproblemen.	3559138	Je vais le quitter. J'en ai assez de nos problèmes de couple.
9689939	Vergiss deine Brotdose nicht!	3400396	N'oublie pas ta boîte à tartines !
9689945	Die Demokratie wird nur ein kurzes Zwischenspiel in der Menschheitsgeschichte gewesen sein.	9414217	La démocratie demeurera une courte parenthèse dans l’histoire de l’humanité.
9690181	Fahr mal die Schubkarre ran!	8727469	Rapproche un peu la brouette.
9690187	In der Zeit, die die mit ihrem Papierkram und dem ganzen Trallala verbringen, könnte ich schon tot sein.	9548936	Le temps qu'ils goupillent leurs paperasses et tout le toutim, je serai déjà mort.
9690189	Ja, genau, das ist ein Satz.	6829128	Il s'agit bel et bien d'une phrase.
9690191	Tom küsste sie auf die Wange.	7695185	Thomas planta un baiser sur sa joue.
9690193	Tom küsste ihn auf die Wange.	7695185	Thomas planta un baiser sur sa joue.
9690195	Okay, wir holen euch da raus.	7352769	C'est bon, on va vous sortir de là.
9690196	Er spricht von der Nase.	8897404	Il parle du nez.
9690200	Er näselt.	8897404	Il parle du nez.
9690207	Das ist eine lange und kräftezehrende Ausbildung.	8645765	C'est un apprentissage long et laborieux.
9690216	Eine neue Technologie bietet US-Amerikanern die Chance, damit ein Geschäft zu machen, den Chinesen, sie zu kopieren, und den Europäern, dafür ein Regelwerk zu erstellen.	4917203	Lorsqu'une nouvelle technologie émerge, les Étasuniens en font une affaire, les Chinois les copient, puis les Européens la règlementent.
9690218	Er kam wieder zu Kräften, als er an seinen Sohn dachte, der auf ihn wartete.	8602037	La force lui revint lorsqu'il pensa à son fils qui l'attendait.
9465710	Mit dir spreche ich nicht mehr.	8952598	Je ne te parle plus.
9690222	Sie gibt dir ein Küsschen.	8673082	Elle te fait des bisous.
9690233	Wenn eine neue Technologie aufkommt, machen die Amerikaner damit ein Geschäft; die Chinesen kopieren sie; und die Europäer führen Bestimmungen ein.	4917203	Lorsqu'une nouvelle technologie émerge, les Étasuniens en font une affaire, les Chinois les copient, puis les Européens la règlementent.
2624659	Tom und Maria heirateten vor drei Jahren.	6636343	Tom et Mary se sont mariés il y a trois ans.
9690762	Wir ersetzen die Orange durch eine Mandarine.	9690759	Nous remplaçons l'orange par une mandarine.
9690774	Tom ersetzt dich.	9690773	Tom te remplace.
9690788	Wir nehmen an, dass sie Kinder haben.	9690785	Nous supposons qu'ils ont des enfants.
9692019	Die ersten Zähnchen sind bei meinem Bruder durchgebrochen.	9691998	Les premières dents de mon frère sont sorties.
9692112	Tom muss noch einmal diese Übung durchsehen.	9692100	Tom doit revoir encore une fois cet exercice.
9692151	Tom durchsucht seine Taschen nach einem Feuerzeug.	9692134	Tom fouille ses poches à la recherche d'un briquet.
9692277	Hast du alle Stellungnahmen durchgelesen?	9692251	As-tu lu entièrement tous les avis ?
4774444	Wir kaufen Brot.	9693248	C’est du pain que nous achetons.
9694148	Ich habe dir Blumen gebracht.	9693982	Je t'ai apporté des fleurs.
2588888	Ich finde, Tom und Maria haben recht.	9694504	Je trouve que Tom et Marie ont raison.
9694506	Kleinkrämerei gleich Freundschaft vorbei.	4893433	Rogner, est-ce renier ?
9694509	Vorsicht, Kurve!	8727478	Attention aux virages !
9694511	Wisch mal die Tafel ab!	9549002	Donne un coup de torchon sur la table !
9694513	Was haben Sie mit meiner Schwester gemacht?	7695689	Qu'avez-vous fait de ma sœur ?
9694516	Die Pokemons der ersten Generation sind die besten. Ende der Diskussion!	7352776	Les pokémons de première génération sont les meilleurs, fin de discussion.
9694517	Er spielt mit seinen Schulfreunden Tennis.	8897414	Il joue au tennis avec ses copains d'école.
9694518	Das Schiff ist auf einer Sandbank gestrandet.	8645780	Le bateau s'est échoué sur un banc de sable.
9694519	Kenne ich die Geheimnisse der Millionäre?	4920355	Est-ce que je connais les secrets des millionnaires ?
9694520	Jetzt heißt es, schnell zu handeln.	8603717	Maintenant, il va falloir agir vite.
9694521	Ich musste sie einholen.	8952636	Je devais la rejoindre.
9694522	Sie muss jeden Morgen Eier legen.	8673114	Elle doit pondre des œufs chaque matin.
9694523	Die Schnauze voll haben, das heißt, dass man es leid ist.	6137646	Avoir le seum, ça veut dire être dégoûté.
9694524	Sie verpetzen andere, warum?	9550895	Pourquoi mouchardez-vous ?
9694527	Ich habe kein Interesse, Gerichtsvollzieher zu werden.	4492543	Cela ne m'intéresse pas de devenir un agent de saisie.
9694528	Das sind solche Nieten!	8952578	Elles sont trop nulles.
9694530	Hat sie geschlafen?	8684971	A-t-elle dormi ?
9694531	Er hat mir einen Stuhl gebracht.	8938552	Il m'a apporté une chaise.
9694533	Wollen Sie mit mir debattieren?	9130443	Voulez-vous débattre avec moi ?
